Serial # of the imaged chromosome,ID # of the imaged TAD,x(um),y(um),z(um)
19,20,22.048694,17.631428,1.091182
19,21,22.281059,18.478167,1.280633
19,22,21.58746,18.667691,0.987715
19,23,22.487496,19.088392,0.95271
19,24,22.548579,18.162867,1.593498
19,25,23.460291,18.163612,1.485178
19,26,23.73122,18.015907,1.332939
19,27,24.369617,17.280242,2.065619
19,28,23.446265,18.862745,1.381358
19,29,23.476206,19.744898,0.821816
19,30,23.145592,19.035393,1.113584
19,31,22.328722,20.0634,1.803768
19,32,22.792646,19.891119,1.652601
19,33,22.481383,19.837709,1.442268
19,34,21.438287,20.455284,1.654173
19,35,21.329333,19.265497,1.535851
19,36,21.34633,19.950262,1.486872
19,37,21.405615,20.07653,1.031131
19,38,21.344922,19.478989,1.074811
19,39,22.084574,19.584421,1.213872
19,40,21.577355,18.68926,1.216796
20,1,25.965949,23.928556,1.725995
20,2,24.884832,24.086882,1.7642
20,3,25.42143,23.459381,1.804787
20,4,25.660102,24.710141,2.068378
20,5,24.833449,24.862848,1.127213
20,6,24.462582,24.855999,1.562591
20,7,24.083474,23.959438,2.314731
20,8,24.429749,24.425605,2.094867
20,9,25.142382,24.005123,2.089237
20,10,25.880797,23.317922,1.627347
20,11,24.821694,23.308194,2.137449
20,12,23.166,22.999972,2.286454
20,13,24.574919,22.680824,1.918742
20,14,25.547252,23.439362,2.001786
20,15,25.285738,23.426697,2.068302
20,16,24.233274,22.812118,2.53792
20,17,23.635828,23.132281,2.61968
20,18,23.867644,23.920887,2.02127
20,19,23.80954,22.941123,2.666397
20,20,23.981713,23.457243,2.450503
20,21,24.089076,23.577979,2.664469
20,22,23.783071,23.794711,2.097168
20,23,22.855951,23.702268,2.616275
20,24,23.24256,23.960809,2.641621
20,25,23.393668,23.118802,2.467876
20,26,21.703426,23.550433,2.370296
20,27,22.833849,23.423342,1.685365
20,28,22.412975,23.559816,1.606952
20,29,22.578966,24.812372,1.842248
20,30,23.662231,24.624117,1.905008
20,31,23.967242,23.203869,2.180772
20,32,22.75188,24.043085,1.698381
20,33,22.038398,23.642543,2.224952
20,34,22.193961,24.274185,1.812001
20,35,22.400183,24.602965,1.082285
20,36,22.497337,23.754589,1.841744
20,37,22.548829,23.388753,2.086224
20,38,23.338095,24.881062,1.435627
20,39,23.602774,22.668684,1.19807
20,40,23.22507,23.653579,2.07263
21,1,17.349408,27.137653,1.321784
21,2,16.891746,26.717603,1.146739
21,3,17.865771,27.168569,1.624282
21,4,17.484421,26.87835,1.195876
21,5,16.742393,28.239821,1.495052
21,6,17.319061,27.753396,0.996319
21,7,17.371304,29.198976,0.94473
21,8,17.604476,29.252729,1.110744
21,9,17.877296,28.299375,1.090273
21,10,17.714454,28.886643,0.711583
21,11,18.494279,28.805719,1.335214
21,12,19.263481,29.109009,0.874152
21,13,17.231365,26.274375,0.916138
21,14,18.536376,28.2498,1.20068
21,15,19.121645,28.218353,0.9413
21,16,19.780914,28.2675,0.9648
21,17,19.579164,28.02774,1.262594
21,18,20.44658,27.006369,0.744297
21,19,20.392597,27.559853,1.150435
21,20,19.488326,26.98506,0.896401
21,21,,,
21,22,20.081966,27.985686,1.479689
21,23,19.848978,28.601068,1.436587
21,24,20.376574,27.965967,0.858132
21,25,21.222366,27.752057,1.08442
21,26,20.658132,27.29071,1.45548
21,27,21.019956,27.430033,1.04711
21,28,20.550753,26.732589,1.064459
21,29,20.295908,26.220474,0.748373
21,30,19.642091,26.808951,1.003728
21,31,19.456094,26.990817,1.156605
21,32,20.014491,26.840052,1.117042
21,33,,,
21,34,19.389982,26.8682,0.823385
21,35,19.133272,27.61465,1.233155
21,36,18.00664,27.735017,0.976914
21,37,18.29728,27.126044,0.807131
21,38,19.093709,26.348056,0.848663
21,39,19.210557,26.009041,0.890629
21,40,20.481995,25.536856,0.797696
22,1,31.236244,24.953733,2.395918
22,2,31.716809,24.350266,2.327527
22,3,31.509625,24.428827,1.989736
22,4,32.276973,24.635253,1.665752
22,5,31.110646,24.775954,2.973967
22,6,32.211812,25.279186,2.391817
22,7,32.006263,25.836443,2.857268
22,8,31.690817,25.904362,2.43516
22,9,32.442635,26.266,1.986332
22,10,32.138554,25.900532,2.235557
22,11,31.426236,26.352073,2.644465
22,12,31.171849,25.369681,3.118865
22,13,29.940979,25.357795,2.673986
22,14,30.897507,24.723603,3.114413
22,15,31.121647,25.526447,3.481535
22,16,30.431057,25.370092,3.525132
22,17,30.138089,25.48771,3.277625
22,18,29.10655,25.064449,3.176346
22,19,29.808654,25.2986,3.69177
22,20,29.492212,24.841487,3.873252
22,21,30.042474,25.009533,3.676402
22,22,29.691856,24.176023,3.051562
22,23,29.788415,24.78478,3.780166
22,24,29.577596,24.079803,3.396284
22,25,29.674089,23.541754,2.959666
22,26,30.3738,24.027544,3.118008
22,27,30.926707,24.038528,2.384396
22,28,30.983018,24.203897,2.058749
22,29,31.692993,24.020158,1.344169
22,30,31.485533,23.412156,1.811002
22,31,,,
22,32,30.463472,23.562379,3.120144
22,33,30.685442,23.416856,2.114627
22,34,30.653825,22.643634,1.912592
22,35,31.121483,22.908791,1.876632
22,36,31.096339,23.532463,2.482309
22,37,31.721499,24.276099,2.693722
22,38,31.273907,23.430423,2.923275
22,39,30.860998,22.553362,2.462704
22,40,30.60197,22.353875,2.859235
23,1,29.606052,29.819218,1.452007
23,2,30.176268,29.319769,1.667483
23,3,29.380113,29.512914,1.535108
23,4,29.958577,29.695634,0.768448
23,5,29.526142,30.285358,1.088562
23,6,29.79878,30.415001,1.067356
23,7,29.181175,29.614671,0.828099
23,8,28.659325,28.934623,1.071364
23,9,29.784319,28.979255,0.864256
23,10,30.257684,29.344747,1.04274
23,11,30.644485,29.369058,1.270411
23,12,29.617637,28.969985,1.51884
23,13,29.947524,28.57206,1.537662
23,14,31.06554,28.705153,1.122707
23,15,30.227995,28.63397,0.982146
23,16,30.246391,30.30033,0.982365
23,17,30.12052,30.620297,1.272586
23,18,30.354891,30.085929,1.57428
23,19,32.010842,28.315466,1.884973
23,20,31.541104,28.51565,2.190872
23,21,30.674653,30.025758,1.216333
23,22,30.770967,29.374069,1.364596
23,23,31.506863,28.746478,1.055341
23,24,31.168777,28.562734,0.971122
23,25,31.011261,28.429219,1.533813
23,26,31.083637,28.360875,1.439339
23,27,30.11323,27.278404,2.032851
23,28,30.007052,29.088628,1.896591
23,29,29.95957,29.989745,1.865072
23,30,30.473491,27.662708,2.142668
23,31,30.781434,28.092712,1.633682
23,32,32.293913,27.548739,1.328401
23,33,31.505094,28.156272,1.237727
23,34,31.555156,27.532626,1.7612
23,35,30.85538,28.25805,1.370532
23,36,32.371796,26.645012,2.097335
23,37,31.701393,27.252651,2.276688
23,38,29.535688,27.208548,2.451571
23,39,30.865384,27.758751,2.547162
23,40,30.939292,26.724382,2.196919
24,1,21.946624,26.400476,2.160203
24,2,22.227372,26.92778,2.582299
24,3,22.068272,27.212164,2.262315
24,4,22.583512,27.188588,2.452688
24,5,23.324881,27.13926,2.35003
24,6,22.916794,26.830844,2.656488
24,7,23.536522,26.673359,2.745303
24,8,22.811816,26.238904,2.32283
24,9,21.464807,26.14503,2.341752
24,10,20.953788,26.028938,2.59678
24,11,21.777823,27.407619,3.027055
24,12,20.939763,25.599291,2.342668
24,13,20.966144,25.040415,2.386297
24,14,19.749611,24.090511,0.757434
24,15,20.883758,25.243489,2.541178
24,16,21.107847,25.347332,1.841826
24,17,22.030449,28.635922,1.05335
24,18,22.536685,25.00553,2.820671
24,19,22.546492,25.396373,2.600901
24,20,22.96362,24.381572,2.83626
24,21,22.024139,24.099106,1.818432
24,22,22.589437,24.695408,2.68723
24,23,22.924117,25.081882,2.744966
24,24,23.646357,26.435398,2.748753
24,25,21.301821,24.612253,2.490725
24,26,22.31736,25.201999,2.475801
24,27,23.24778,24.810859,2.388897
24,28,21.468043,25.39565,2.572182
24,29,20.766029,27.452473,2.607952
24,30,20.980023,27.074046,2.951141
24,31,22.46222,26.789354,2.382095
24,32,23.132771,27.085121,2.726878
24,33,22.572424,28.02066,2.085141
24,34,21.838497,28.768602,2.397281
24,35,22.457506,28.34858,2.156666
24,36,23.296954,27.900178,2.371561
24,37,22.148561,28.119536,2.542918
24,38,22.583225,27.822533,2.493933
24,39,21.826024,27.549051,2.559825
24,40,21.43756,26.969752,2.083256
25,1,18.176824,27.634797,2.54952
25,2,18.142487,27.739515,2.245111
25,3,18.670666,27.614831,2.305416
25,4,19.114375,28.049819,2.91945
25,5,18.592581,28.105523,3.362538
25,6,18.31566,27.995833,3.115858
25,7,18.778291,27.513962,3.204313
25,8,19.259874,27.182028,2.629579
25,9,18.342631,27.742016,2.836508
25,10,18.516716,27.937192,1.445087
25,11,17.734871,28.71425,2.598362
25,12,18.365199,28.416316,2.164355
25,13,18.814759,28.575076,2.60004
25,14,18.619193,29.27089,3.258352
25,15,18.584358,28.748132,3.397449
25,16,19.644028,28.274118,2.438834
25,17,20.583147,28.467378,3.046776
25,18,19.965647,28.202851,3.163868
25,19,20.08654,28.048212,3.173033
25,20,,,
25,21,19.929409,27.676911,2.921329
25,22,19.309654,27.926221,3.059639
25,23,21.504866,28.483413,1.808575
25,24,20.23394,27.578526,2.792162
25,25,20.157337,27.274111,2.360387
25,26,20.453654,27.293251,2.70713
25,27,19.461251,27.59272,2.675984
25,28,19.994414,27.931588,2.394313
25,29,20.389859,26.641869,2.539698
25,30,20.026921,26.894201,2.363339
25,31,19.007875,26.888563,1.939673
25,32,19.497136,26.584553,2.121217
25,33,21.312697,26.979828,2.195877
25,34,21.235819,26.818109,2.377643
25,35,20.382739,26.715544,2.099343
25,36,19.568009,26.593648,2.21896
25,37,20.562382,26.084637,2.071939
25,38,20.695527,26.31654,2.227185
25,39,20.352275,26.293221,1.800529
25,40,20.530369,26.773818,1.731098
26,1,27.392407,36.120419,1.43512
26,2,27.633251,35.797024,1.16284
26,3,,,
26,4,26.94501,35.684505,0.97722
26,5,26.396043,34.741048,1.148108
26,6,26.862188,34.986964,0.985307
26,7,28.016426,35.04787,1.01893
26,8,27.490762,35.143748,1.253484
26,9,27.886707,35.978127,1.343575
26,10,27.892763,35.939214,1.001223
26,11,,,
26,12,28.3469,35.664651,1.393481
26,13,28.53691,35.19204,1.443363
26,14,,,
26,15,28.255085,35.303123,0.981808
26,16,27.706745,33.985339,1.702616
26,17,27.124035,34.508101,0.988744
26,18,25.982474,34.194942,1.022343
26,19,26.739878,33.505173,0.699335
26,20,26.282098,34.515883,1.16895
26,21,26.408027,33.797239,1.012543
26,22,26.804735,33.880741,1.422384
26,23,26.161631,33.534884,1.93085
26,24,27.50094,33.601071,1.082927
26,25,27.489055,34.433921,1.323511
26,26,28.133915,34.260885,1.245159
26,27,27.440946,33.902177,1.238154
26,28,26.649134,33.764834,1.562709
26,29,28.810999,33.870819,1.111877
26,30,28.454671,33.838725,1.057751
26,31,27.596561,33.752833,1.504408
26,32,27.823696,34.212997,1.68317
26,33,28.193706,33.981553,1.428255
26,34,29.614033,34.277053,1.087819
26,35,29.383764,34.212898,1.374681
26,36,30.21236,34.399598,1.678501
26,37,27.665948,33.769202,2.058094
26,38,27.867795,33.640458,1.717674
26,39,27.931528,34.303253,2.371472
26,40,27.540912,34.422934,1.148533
27,1,17.443099,26.176897,2.486321
27,2,16.308086,25.788681,2.47143
27,3,16.687612,26.914952,2.233177
27,4,15.937702,25.812589,2.11998
27,5,17.359635,28.661844,3.367333
27,6,17.416016,25.771616,2.218969
27,7,17.048941,26.599955,2.503818
27,8,17.442099,26.664976,2.2894
27,9,18.327112,27.738587,1.230184
27,10,17.983594,26.304471,2.61453
27,11,17.402457,27.86251,2.323362
27,12,17.041407,27.217556,2.258196
27,13,17.712849,26.736503,2.222128
27,14,17.787056,26.375028,1.926035
27,15,17.1044,27.646086,2.767022
27,16,16.749895,27.619998,2.674795
27,17,15.634447,26.745532,1.037527
27,18,15.162812,28.094238,1.897833
27,19,15.169763,28.66329,1.988662
27,20,16.169077,27.493195,2.335386
27,21,16.450204,27.429162,2.641309
27,22,16.425674,26.776211,2.623913
27,23,15.788614,26.426617,2.309707
27,24,15.284724,27.523192,1.993762
27,25,18.586478,25.613668,2.35899
27,26,15.629825,27.183116,1.477431
27,27,15.307565,27.154448,1.507819
27,28,15.677893,26.919678,1.768037
27,29,15.386156,26.311839,1.988211
27,30,15.331088,26.05399,1.422282
27,31,15.498338,26.299956,1.29356
27,32,15.179612,26.601856,1.544947
27,33,16.307669,25.844329,1.339966
27,34,16.317166,25.148159,1.39282
27,35,16.606791,25.168919,1.7132
27,36,16.135067,25.652514,1.929022
27,37,16.196107,25.693611,2.520327
27,38,17.226585,29.06123,3.449877
27,39,15.815596,25.302031,1.375732
27,40,16.302259,28.731568,1.755304
28,1,19.21693,19.261847,2.205782
28,2,18.736629,18.80429,2.520308
28,3,18.262723,18.804123,1.844424
28,4,18.944939,18.665468,1.967018
28,5,19.944544,18.623611,1.993522
28,6,19.944563,19.559141,2.119488
28,7,19.72775,19.616082,2.157361
28,8,19.521304,21.012028,1.616177
28,9,16.624628,21.315177,1.777261
28,10,18.82014,20.457131,2.058847
28,11,19.443387,19.706293,1.905053
28,12,19.043327,20.721347,1.720662
28,13,19.105808,19.36811,1.787305
28,14,18.939285,19.767583,2.25653
28,15,18.841993,19.192866,2.374219
28,16,16.795098,19.279395,1.878538
28,17,17.595057,20.723213,2.339905
28,18,17.46431,20.384632,2.383941
28,19,16.906868,19.118014,2.351307
28,20,16.453265,19.530488,2.168406
28,21,,,
28,22,18.163135,19.442134,2.195091
28,23,17.331816,18.912401,2.198561
28,24,16.773447,18.268628,2.139928
28,25,16.556819,19.885901,2.241892
28,26,16.076519,20.803721,1.988728
28,27,16.431714,19.799768,1.631819
28,28,16.156406,18.638692,1.706701
28,29,15.455466,18.062007,2.588986
28,30,16.203626,17.740113,2.329097
28,31,16.525033,19.076624,1.993582
28,32,16.974096,19.186104,1.850819
28,33,16.738127,18.340652,2.23267
28,34,17.270194,16.730231,2.291314
28,35,16.69402,16.956162,2.174938
28,36,17.978246,17.670366,1.849502
28,37,18.040832,18.279397,2.396781
28,38,17.658144,16.931731,2.465389
28,39,17.16455,17.160266,2.226729
28,40,16.341892,21.650631,2.590073
29,1,12.678639,24.47789,1.301038
29,2,12.515968,24.140505,1.03567
29,3,12.741474,24.220839,1.666702
29,4,12.560824,23.704215,0.996334
29,5,11.772225,23.211081,1.400938
29,6,12.08815,23.853854,1.243388
29,7,11.928563,24.033274,1.001014
29,8,11.691906,24.285663,1.704136
29,9,10.541443,23.586642,1.23449
29,10,11.51667,23.097353,1.169813
29,11,9.993007,22.944989,1.566471
29,12,11.405106,22.927057,1.780498
29,13,10.669803,22.23404,1.38819
29,14,11.521666,24.111663,1.469338
29,15,10.701382,23.658876,1.287687
29,16,10.841705,21.817895,0.9804
29,17,9.334193,22.008217,1.229987
29,18,9.137304,22.662584,1.862719
29,19,9.328991,21.899366,1.530427
29,20,10.120032,22.87118,1.048255
29,21,9.766688,22.720036,1.267439
29,22,9.886196,23.029447,1.422848
29,23,9.443792,22.898524,1.978807
29,24,9.587548,21.571743,1.332712
29,25,10.229515,20.954553,1.293237
29,26,10.381912,21.34972,2.799562
29,27,9.732049,21.986903,1.822669
29,28,9.796966,21.618826,2.129719
29,29,9.242763,21.308647,1.579499
29,30,9.098525,20.905157,1.46588
29,31,10.006025,21.097287,1.450879
29,32,10.18378,21.558241,1.902924
29,33,10.10618,21.597785,1.73198
29,34,9.965696,21.279358,2.32671
29,35,10.107028,21.695714,2.089085
29,36,12.221258,23.901545,1.417892
29,37,12.574619,22.642456,2.25103
29,38,9.510559,21.602149,2.358727
29,39,9.306625,22.329425,2.433214
29,40,,,
30,1,15.025588,30.558754,1.457288
30,2,14.74991,31.01287,1.095648
30,3,15.254454,30.990479,1.36108
30,4,14.583556,30.900695,1.203046
30,5,16.961616,30.596291,3.30817
30,6,14.280957,30.553074,1.671164
30,7,14.40949,30.116625,1.386826
30,8,16.101653,29.847692,1.230289
30,9,,,
30,10,15.085419,29.876044,2.007621
30,11,15.992106,29.448815,1.891583
30,12,15.430236,29.470227,2.090857
30,13,,,
30,14,15.082471,29.693563,1.619256
30,15,16.769251,30.710962,1.007665
30,16,15.39687,29.424995,2.212657
30,17,16.323769,28.976692,2.269067
30,18,16.976362,28.809958,2.556076
30,19,16.444171,28.359148,1.637127
30,20,16.120715,29.509266,1.402074
30,21,15.662267,29.194476,1.106903
30,22,16.569631,28.718411,1.521939
30,23,16.653885,29.224907,1.340208
30,24,15.443081,29.576283,1.452164
30,25,17.546134,29.666445,1.414238
30,26,16.95173,29.147812,1.601139
30,27,17.478565,28.926482,1.519895
30,28,15.785488,30.802082,1.599744
30,29,16.555442,29.753491,1.238461
30,30,17.147384,28.943137,1.572169
30,31,16.586539,29.502574,1.415042
30,32,15.608065,30.044512,1.5217
30,33,16.691271,29.837144,1.39187
30,34,18.210004,29.40868,1.05301
30,35,16.274299,30.056626,1.446309
30,36,16.222689,30.474448,1.455894
30,37,16.787472,30.625354,1.787587
30,38,18.262223,31.116128,1.731077
30,39,17.302781,30.473726,1.08464
30,40,16.79626,29.97608,1.372674
31,1,26.303763,26.813153,1.682375
31,2,26.179608,27.324677,1.001044
31,3,26.742882,26.809577,1.613177
31,4,26.700194,27.372183,1.434973
31,5,,,
31,6,28.68246,27.970549,1.727351
31,7,27.29381,26.432259,1.143215
31,8,28.551925,27.164813,1.807686
31,9,,,
31,10,26.997089,29.150147,1.174005
31,11,26.719898,28.770832,1.600971
31,12,,,
31,13,26.862994,27.770153,1.746292
31,14,26.440587,27.584863,1.535183
31,15,27.158875,28.056666,1.176375
31,16,27.255311,28.285878,1.370721
31,17,28.502487,27.884857,1.091632
31,18,27.098333,27.102019,1.5449
31,19,27.624322,26.915873,1.055373
31,20,26.8927,27.223776,1.05472
31,21,26.047101,26.437788,1.047719
31,22,27.444402,27.620598,1.638549
31,23,25.99918,26.632921,1.974392
31,24,27.041027,26.913669,2.195947
31,25,28.73766,25.206518,1.470606
31,26,27.935517,24.565926,1.496117
31,27,27.834458,25.273536,1.626209
31,28,28.500854,24.866992,1.094204
31,29,28.766513,24.616796,1.721823
31,30,27.573918,24.868848,1.458149
31,31,27.852103,24.070593,1.472177
31,32,27.835775,25.966021,1.760154
31,33,29.000629,24.918406,2.051346
31,34,28.73344,27.230817,1.779373
31,35,26.647453,26.931633,2.477938
31,36,29.015653,26.5291,1.949476
31,37,28.827353,25.276285,1.407017
31,38,26.037895,27.137506,2.025984
31,39,28.866591,26.654195,1.252723
31,40,28.668733,26.76469,1.511502
32,1,24.566874,16.207873,2.795398
32,2,24.911581,18.580921,1.303034
32,3,25.197642,18.144087,1.373715
32,4,25.81375,18.976946,1.303264
32,5,25.988704,19.258041,1.21604
32,6,24.204783,18.885464,1.117744
32,7,24.789636,18.983077,2.180439
32,8,25.90743,19.538669,1.637322
32,9,24.77979,19.412045,1.457228
32,10,25.514484,19.036228,1.105447
32,11,24.7265,18.528338,1.607884
32,12,26.179504,16.398771,1.438211
32,13,,,
32,14,24.787888,17.082018,1.362442
32,15,23.661049,17.255173,0.721769
32,16,23.970641,16.217624,0.885138
32,17,24.715794,15.658697,0.881358
32,18,24.304807,15.339287,0.756078
32,19,25.36172,15.851081,1.213605
32,20,24.758992,16.556358,1.429979
32,21,24.71482,16.24678,0.997697
32,22,23.793505,16.158485,1.283506
32,23,23.922473,15.618814,2.17733
32,24,25.504423,16.176865,1.047509
32,25,24.34605,17.977819,1.868205
32,26,25.066122,18.171172,1.981021
32,27,25.320795,17.112499,1.681951
32,28,25.736669,18.195803,2.182186
32,29,24.527617,17.613797,1.995141
32,30,25.346831,17.847262,1.113731
32,31,25.36581,18.180579,1.605391
32,32,24.807757,19.112128,1.973961
32,33,24.077745,18.550693,1.633812
32,34,23.936872,16.881097,2.057506
32,35,24.653144,16.99177,1.955613
32,36,24.750601,15.597591,2.305658
32,37,24.371731,15.81511,1.05093
32,38,25.175244,15.982533,2.541225
32,39,25.830721,16.294387,2.509316
32,40,23.225141,14.40244,1.412873
33,1,25.326329,24.187764,1.836017
33,2,25.45412,24.483183,1.129123
33,3,25.482821,25.128038,2.233016
33,4,24.858506,23.153825,1.202645
33,5,24.858077,23.093387,1.549491
33,6,24.786825,23.064507,1.55548
33,7,25.350108,22.964781,1.504263
33,8,,,
33,9,23.696013,25.727982,3.01639
33,10,24.788135,23.337072,1.078961
33,11,,,
33,12,,,
33,13,23.68325,22.667693,1.38722
33,14,23.168015,22.430572,1.358967
33,15,25.42175,25.754891,2.832297
33,16,22.828589,22.918201,1.041811
33,17,23.126426,23.079002,0.892164
33,18,22.99981,23.50055,1.108122
33,19,22.984903,23.725252,1.150241
33,20,24.877884,23.814812,1.015944
33,21,22.802338,24.662462,1.372965
33,22,22.444617,23.906975,1.678403
33,23,23.497365,23.896549,1.281442
33,24,22.895613,23.240931,1.246626
33,25,24.086821,23.625051,1.876027
33,26,23.568638,23.236468,0.925348
33,27,24.151551,24.430395,1.509148
33,28,23.81819,23.392394,1.964399
33,29,23.940387,24.449036,0.932191
33,30,24.057641,24.05099,1.066761
33,31,24.230592,24.851815,1.610374
33,32,23.953557,24.219829,1.673656
33,33,22.415271,23.137004,2.113587
33,34,23.788155,24.843412,1.598785
33,35,22.843214,23.807735,1.751126
33,36,23.380151,25.489076,1.824413
33,37,23.798905,25.651791,1.197522
33,38,23.267957,24.861349,1.374473
33,39,23.097693,24.856021,1.337501
33,40,22.52229,25.930807,1.268341
34,1,23.077377,19.773992,2.014489
34,2,20.239008,20.924837,1.311544
34,3,21.976261,20.209277,2.148368
34,4,21.226739,21.231406,2.350794
34,5,25.165425,19.770703,2.744002
34,6,22.530705,20.580547,1.556329
34,7,22.28725,19.833826,1.723843
34,8,21.626407,19.787774,1.973617
34,9,22.075805,19.046702,1.283687
34,10,21.742246,19.105124,1.358311
34,11,22.656283,18.440378,2.307254
34,12,21.969182,18.313678,2.283086
34,13,21.67197,18.488861,2.042725
34,14,21.798172,19.558591,2.184337
34,15,21.782362,19.026759,2.404113
34,16,23.025514,18.426707,1.967769
34,17,23.099832,19.425498,2.064936
34,18,21.088437,19.667311,1.64123
34,19,23.178782,20.188109,1.622446
34,20,23.108184,20.633776,2.317611
34,21,24.341182,20.949527,2.084275
34,22,23.372548,20.398652,2.015817
34,23,23.363328,20.88751,2.484566
34,24,20.632697,21.27576,2.528362
34,25,22.259166,20.197287,2.056392
34,26,21.871707,19.709768,1.23864
34,27,21.361305,19.789775,2.270886
34,28,22.084763,20.904827,2.028871
34,29,24.158158,21.486941,1.25288
34,30,23.508577,21.718842,1.924054
34,31,23.169309,21.550828,1.774313
34,32,,,
34,33,21.768054,21.121366,1.783236
34,34,22.360337,18.243997,2.246571
34,35,21.559879,21.693012,1.577153
34,36,21.485354,21.526922,1.763916
34,37,20.763539,21.049934,2.277855
34,38,20.921315,21.763832,1.533809
34,39,20.791927,20.81964,1.487327
34,40,21.254967,19.886955,2.293901
35,1,22.554153,26.097621,1.891491
35,2,,,
35,3,23.058542,26.169081,1.782798
35,4,23.466084,26.728784,1.471765
35,5,23.440258,26.850194,1.696107
35,6,23.414152,25.99174,1.760153
35,7,23.718999,26.016439,1.309641
35,8,23.739186,26.026198,2.441235
35,9,23.519193,26.315798,1.240699
35,10,23.004921,25.451655,1.229719
35,11,23.162898,24.64962,1.824555
35,12,23.937281,24.12184,2.732628
35,13,23.359886,24.142968,1.835421
35,14,23.610008,23.936204,2.16227
35,15,22.999112,23.58474,1.4974
35,16,24.048121,24.782161,1.157734
35,17,24.062739,24.99225,1.230318
35,18,23.834734,25.062992,1.803831
35,19,24.026429,25.436408,2.26563
35,20,23.955018,24.012487,2.149036
35,21,24.241288,24.705973,1.838104
35,22,23.928125,24.964738,2.309593
35,23,23.746223,24.480822,1.86548
35,24,23.718596,25.307906,1.90499
35,25,23.757592,25.771255,2.062823
35,26,23.463951,27.064672,2.431388
35,27,23.57334,26.75549,2.320831
35,28,23.154998,27.256414,2.167852
35,29,23.827253,26.5816,2.35516
35,30,22.874263,27.533672,3.089983
35,31,23.842083,25.336339,2.719665
35,32,,,
35,33,23.583274,24.871658,2.130678
35,34,24.097305,23.485375,2.693076
35,35,24.340213,23.665772,2.325401
35,36,23.888778,23.189932,2.573469
35,37,23.403603,23.749847,2.75688
35,38,23.784222,23.466758,3.289489
35,39,23.484666,23.812562,3.079842
35,40,23.28844,25.569876,1.538646
36,1,,,
36,2,24.514482,22.718102,1.406915
36,3,23.986019,22.782998,1.684223
36,4,23.64618,22.535258,1.326668
36,5,23.759728,23.302906,1.397135
36,6,24.288787,22.965563,1.656804
36,7,24.209228,23.380685,1.108593
36,8,24.408726,23.103349,1.723041
36,9,25.001132,23.135658,2.002118
36,10,26.322777,23.832232,1.252359
36,11,26.257734,23.607633,1.563705
36,12,25.509231,23.7651,1.184091
36,13,25.173933,24.169883,1.542867
36,14,25.285601,24.160425,1.553845
36,15,25.626148,23.986116,1.522328
36,16,25.454109,22.763437,1.21021
36,17,25.940427,22.519417,1.071694
36,18,25.631593,22.220711,1.37901
36,19,26.462298,22.511516,1.405792
36,20,26.350817,22.592586,1.22743
36,21,27.082849,21.855699,1.787141
36,22,27.043875,22.301886,1.976862
36,23,27.007889,21.883181,1.76534
36,24,23.35179,22.816259,2.751857
36,25,27.640969,23.88668,1.498692
36,26,26.757848,22.92608,1.795458
36,27,27.336119,23.820414,1.916088
36,28,27.48252,23.758345,1.684121
36,29,26.682148,22.522449,1.213263
36,30,26.598805,23.449845,1.174357
36,31,26.86032,23.979945,1.721894
36,32,26.942965,23.301695,1.659914
36,33,26.469643,22.251883,1.939648
36,34,27.368029,23.042689,2.034399
36,35,26.596797,21.516638,1.800038
36,36,26.959091,22.922341,1.915264
36,37,26.22478,22.038334,1.315868
36,38,25.85729,20.88672,1.429803
36,39,25.821635,21.756954,1.19923
36,40,25.490966,21.51294,1.674171
37,1,25.333231,24.105565,2.254952
37,2,25.297203,24.162077,2.814366
37,3,25.090569,24.03039,2.014744
37,4,25.395782,23.03816,2.724831
37,5,25.051548,22.316192,2.644888
37,6,25.125708,23.845341,2.373535
37,7,26.934178,23.530235,1.115756
37,8,26.606739,23.24072,1.417117
37,9,26.59118,24.065549,1.884791
37,10,26.494393,23.761314,1.790778
37,11,26.16987,23.454663,2.112747
37,12,26.419663,23.312903,2.144394
37,13,,,
37,14,26.089755,22.56292,1.610033
37,15,25.901416,23.935198,2.757641
37,16,26.738958,22.331706,2.572604
37,17,26.550788,21.729693,1.98435
37,18,26.04192,21.621317,3.063796
37,19,26.157067,22.988234,2.280633
37,20,26.153287,22.442086,2.899154
37,21,26.494199,22.843068,3.210352
37,22,26.307815,21.854211,2.502625
37,23,26.544296,21.546221,2.596234
37,24,27.673709,21.52395,1.763487
37,25,27.059509,22.591808,1.275535
37,26,26.799695,22.767707,1.767598
37,27,27.108518,22.338422,1.465438
37,28,27.191478,22.008948,2.554387
37,29,27.40032,22.034547,2.153594
37,30,27.072489,22.846238,1.741057
37,31,27.000964,22.163868,1.149305
37,32,27.242634,22.087188,1.62686
37,33,26.860979,20.606393,2.368499
37,34,26.637616,20.46409,1.860703
37,35,26.718346,20.224628,2.113861
37,36,27.203753,19.779207,2.136667
37,37,27.222137,20.34567,2.144764
37,38,26.543954,21.52178,0.95093
37,39,28.019466,21.490089,0.882801
37,40,26.377822,22.465737,2.612198
38,1,16.135755,18.14021,1.981764
38,2,,,
38,3,15.638604,16.607777,1.841545
38,4,16.695371,16.889261,2.385349
38,5,16.136068,17.952,2.24192
38,6,15.449059,17.460686,3.005627
38,7,17.448831,20.871003,1.552328
38,8,16.310168,17.882176,2.374851
38,9,16.567356,19.034109,1.091226
