Serial # of the imaged chromosome,ID # of the imaged TAD,x(um),y(um),z(um)
38,10,17.218755,19.411174,1.428444
38,11,16.708175,20.554833,1.393056
38,12,15.839765,18.68715,1.274934
38,13,17.20391,19.422125,1.73622
38,14,17.940278,19.945694,1.388498
38,15,17.429961,19.601259,1.01209
38,16,16.849653,20.946911,1.10409
38,17,17.531649,20.727925,1.095749
38,18,16.581699,21.693444,0.879954
38,19,16.344819,21.581307,1.500752
38,20,17.140156,20.431933,1.213147
38,21,15.940644,20.420971,1.885991
38,22,16.260924,18.776216,1.33153
38,23,16.635499,19.38941,1.499481
38,24,16.800837,19.608195,1.325237
38,25,16.098307,19.642347,1.238202
38,26,16.245018,20.004696,1.513965
38,27,16.050974,20.167106,1.344774
38,28,15.799156,19.399249,1.865518
38,29,16.211079,19.91822,1.343621
38,30,15.557983,19.829445,1.356003
38,31,17.777197,21.223287,2.620543
38,32,16.312402,21.259787,1.335535
38,33,16.426905,21.442405,1.611498
38,34,15.745415,20.298256,2.053549
38,35,14.903159,20.158915,1.378328
38,36,15.50225,20.788508,1.399159
38,37,15.47999,20.867496,0.862027
38,38,16.180734,21.832114,1.601965
38,39,15.884775,21.009703,1.198716
38,40,15.533812,20.556627,1.07669
39,1,24.838982,15.980525,1.638867
39,2,24.743727,15.495688,1.099262
39,3,24.569242,16.691296,1.364609
39,4,24.462921,16.523625,2.430747
39,5,24.538651,16.985363,1.323698
39,6,24.846127,16.745065,1.365656
39,7,24.681812,16.383285,1.211866
39,8,24.271974,15.961306,1.712147
39,9,23.269151,15.620593,1.227045
39,10,23.335874,14.991842,1.224447
39,11,23.278142,14.435487,1.474591
39,12,22.748969,16.83381,3.097497
39,13,24.718636,14.505671,1.472907
39,14,24.043658,14.669731,1.76593
39,15,23.889423,14.848101,1.089405
39,16,23.533653,14.240499,1.133618
39,17,24.119603,14.188368,1.099275
39,18,24.606385,14.092057,1.269849
39,19,25.656907,14.482119,1.168724
39,20,25.491484,14.658136,1.151104
39,21,25.155295,16.102595,1.204714
39,22,26.023636,15.093671,1.147967
39,23,25.409184,13.912701,1.194824
39,24,26.422811,14.511078,1.364099
39,25,26.285646,15.843264,1.34707
39,26,25.787276,15.821422,1.465152
39,27,26.427925,15.835526,1.446061
39,28,26.47558,16.072512,1.582202
39,29,27.154148,15.275296,1.445803
39,30,27.145579,15.99418,1.694408
39,31,26.857039,15.194835,1.676766
39,32,,,
39,33,25.388938,14.465172,1.799126
39,34,25.080069,14.776809,1.413575
39,35,26.811498,15.760887,1.476815
39,36,26.278859,16.18618,2.237805
39,37,26.86548,16.575911,1.416741
39,38,26.437946,15.402346,2.119293
39,39,26.286742,15.874839,2.499037
39,40,25.786945,15.971754,1.340097
40,1,22.675657,16.525114,1.627252
40,2,22.614454,16.73487,0.957317
40,3,23.498635,17.690433,1.787724
40,4,23.879736,17.989718,0.929786
40,5,,,
40,6,23.648782,17.83694,1.15721
40,7,23.329979,16.966176,0.991538
40,8,23.798895,16.928166,1.582538
40,9,22.998243,17.862559,1.972295
40,10,23.178432,17.225971,1.921159
40,11,22.552112,16.441143,1.833588
40,12,24.162491,18.108869,1.638736
40,13,23.899735,17.760142,2.083707
40,14,24.18399,17.90989,2.249032
40,15,,,
40,16,22.772108,16.531008,2.56432
40,17,22.307244,16.624922,2.412145
40,18,22.272736,16.591831,2.090975
40,19,22.532956,17.225469,2.037264
40,20,23.417664,18.217385,1.625989
40,21,22.244593,17.538924,1.669733
40,22,22.089174,17.262609,1.591031
40,23,22.449423,17.503642,1.089613
40,24,23.074716,18.311043,1.532663
40,25,21.950773,17.003352,1.627309
40,26,23.101259,17.535622,1.838413
40,27,23.938329,18.123252,1.941657
40,28,24.56812,17.648206,2.87842
40,29,24.385179,18.226599,2.913558
40,30,24.102211,17.554879,2.175316
40,31,,,
40,32,24.405041,18.901787,1.817104
40,33,24.122068,18.732724,1.472115
40,34,23.714986,18.918101,1.323848
40,35,,,
40,36,24.461702,19.29407,1.275044
40,37,24.129715,19.810434,1.333847
40,38,23.775599,18.174348,2.945553
40,39,23.383285,18.616113,1.529123
40,40,23.961741,18.599288,2.276135
41,1,16.90786,29.860284,1.7847
41,2,17.207113,29.903486,1.90964
41,3,17.308849,29.238627,1.775894
41,4,19.218194,29.84522,1.434418
41,5,,,
41,6,17.527627,30.08952,2.786687
41,7,,,
41,8,16.747234,30.399674,2.33536
41,9,16.756557,29.468526,1.363742
41,10,17.230998,28.961837,0.916239
41,11,16.514726,29.168547,1.512822
41,12,16.113322,30.27901,2.294102
41,13,,,
41,14,16.851652,30.340934,1.532262
41,15,19.324445,29.465567,1.286705
41,16,17.745565,29.921596,0.941809
41,17,18.313804,29.797891,0.988755
41,18,18.64903,29.829614,0.847176
41,19,17.398911,28.254764,0.916216
41,20,17.607161,28.738341,1.357486
41,21,17.19273,28.546634,1.264732
41,22,17.234366,29.178585,1.154189
41,23,17.009603,27.484047,1.288808
41,24,18.155126,28.021855,1.594444
41,25,19.59159,28.783857,1.941408
41,26,18.979866,28.293767,1.47712
41,27,18.737764,28.636793,1.432889
41,28,17.119952,28.38241,1.515025
41,29,17.333718,27.666268,1.67743
41,30,18.687737,28.425044,1.754646
41,31,18.897015,28.727342,2.011795
41,32,18.246472,28.327369,1.81505
41,33,18.794936,29.09739,1.756
41,34,19.844968,29.236375,1.226759
41,35,19.984423,28.865601,1.760604
41,36,19.602001,28.941509,1.918661
41,37,19.278232,28.994107,2.498765
41,38,20.364992,28.975396,2.328257
41,39,19.925115,28.426456,1.800368
41,40,19.72878,29.05626,1.229956
42,1,25.654914,21.614105,1.641074
42,2,25.755841,21.652197,0.954307
42,3,25.934285,21.524553,1.927845
42,4,26.393881,21.768063,2.808291
42,5,25.885223,21.612555,1.885272
42,6,25.965287,22.236246,1.885568
42,7,27.462896,21.329083,0.994921
42,8,27.406856,20.308126,1.549319
42,9,27.41508,21.080227,1.389311
42,10,27.602092,21.746513,1.200785
42,11,27.822312,22.027699,1.173273
42,12,26.930939,21.581793,1.170951
42,13,26.55889,22.4432,1.480716
42,14,26.646707,22.346216,1.282804
42,15,26.704521,23.073475,1.078672
42,16,26.323363,21.879692,1.511423
42,17,26.107044,21.583008,1.064243
42,18,26.468871,22.123332,1.101683
42,19,27.339891,21.880429,1.031759
42,20,26.967704,23.151539,0.786285
42,21,25.615062,23.059749,1.137116
42,22,26.529826,22.218806,1.713852
42,23,24.866382,23.533002,1.097999
42,24,25.000082,22.627268,1.368443
42,25,24.796591,22.576276,1.37042
42,26,23.674684,21.715805,1.856377
42,27,25.253346,22.825316,0.888675
42,28,26.241935,23.785116,2.078307
42,29,25.414486,23.330299,1.080609
42,30,25.390532,21.583517,1.0555
42,31,25.715771,22.499109,1.523471
42,32,25.57344,22.064388,1.279072
42,33,24.625083,21.016029,2.313746
42,34,24.70787,21.809707,3.00115
42,35,24.882133,21.689586,2.693004
42,36,25.839396,22.006082,2.997671
42,37,25.704571,23.56338,2.283194
42,38,24.494393,21.773385,2.197283
42,39,23.937143,21.417249,1.132058
42,40,24.740402,21.381584,2.843979
43,1,19.946463,22.317893,1.71451
43,2,19.095896,17.682234,1.925586
43,3,18.038143,19.258741,1.702974
43,4,18.413238,22.534122,1.829318
43,5,18.266147,19.241448,1.195826
43,6,17.886756,19.238086,1.440619
43,7,17.946214,19.172424,0.931591
43,8,16.698768,20.625835,1.356819
43,9,18.649452,18.631189,1.373097
43,10,19.428745,18.769577,1.366762
43,11,19.199966,19.398208,1.617169
43,12,20.552153,19.876998,1.762849
43,13,19.849567,19.945236,1.614335
43,14,20.043251,19.273937,1.264654
43,15,18.997104,19.083088,0.905106
43,16,20.322388,21.057358,1.061903
43,17,20.535455,21.260027,1.53113
43,18,20.148144,20.421901,1.152437
43,19,20.076446,21.502842,0.940548
43,20,19.489369,20.937436,1.02165
43,21,19.894163,21.823748,1.165427
43,22,20.214462,22.031533,1.141388
43,23,19.201516,21.64356,1.200989
43,24,17.292346,20.477893,2.154027
43,25,19.092941,20.391698,1.046032
43,26,20.029086,17.811665,1.561575
43,27,19.122097,20.259303,1.15732
43,28,17.792213,20.707345,1.423324
43,29,17.213998,21.238159,0.988671
43,30,17.707781,21.240111,1.16093
43,31,18.209069,20.827341,1.398658
43,32,18.451734,21.745385,1.302047
43,33,18.202658,20.459191,1.456552
43,34,18.226945,20.599444,0.984562
43,35,19.443063,20.770953,2.306284
43,36,17.503649,20.885202,1.887089
43,37,18.627857,19.746986,2.286147
43,38,18.836669,20.891174,1.084288
43,39,18.288392,20.709205,2.257069
43,40,19.087148,20.202156,2.323131
44,1,25.837745,21.266628,0.845454
44,2,26.364684,20.550407,1.007854
44,3,26.661425,21.482938,1.329443
44,4,26.173128,21.998771,1.135056
44,5,27.10008,23.065285,1.008172
44,6,27.496818,22.33046,0.837216
44,7,26.768724,21.689587,0.861493
44,8,26.489331,23.004955,1.613616
44,9,25.706389,22.090704,1.340103
44,10,25.243974,21.386732,1.262666
44,11,26.127593,21.961254,1.46707
44,12,26.303075,21.133975,1.707683
44,13,,,
44,14,26.049816,21.548962,1.509893
44,15,26.075822,20.847587,1.407314
44,16,28.31939,21.2606,1.185033
44,17,27.584782,20.632589,1.078564
44,18,27.945774,20.773271,0.8754
44,19,27.436116,20.477265,0.748161
44,20,27.424608,20.731831,0.963861
44,21,26.697434,21.201276,1.322666
44,22,28.300311,22.130937,1.189846
44,23,27.61456,20.973017,1.889853
44,24,27.323061,19.82964,1.019526
44,25,28.318068,20.374122,1.412438
44,26,26.50615,18.420405,2.279171
44,27,28.489528,19.165373,0.871905
44,28,26.136775,20.136505,1.202038
44,29,26.561016,19.365449,0.923396
44,30,25.37661,19.279628,0.980453
44,31,26.537793,19.039704,1.235209
44,32,27.038008,19.815727,1.248274
44,33,25.952679,18.554554,1.5032
44,34,25.077229,18.182725,1.02745
44,35,25.708094,20.031279,2.823417
44,36,26.082934,18.453124,1.315097
44,37,25.875691,18.263084,1.210873
44,38,27.055479,18.445534,1.028479
44,39,26.88656,18.517975,0.974069
44,40,26.226023,18.179256,1.261857
45,1,25.547541,23.913923,1.602601
45,2,25.79271,24.713147,0.98878
45,3,25.569512,25.005447,1.332688
45,4,25.507314,23.296625,1.308214
45,5,24.807114,24.113373,1.077282
45,6,24.829001,25.006382,0.981276
45,7,24.954137,24.147004,1.069176
45,8,25.44198,26.086996,1.301523
45,9,26.479578,24.855028,1.131305
45,10,25.804237,24.810636,0.971633
45,11,26.768926,24.504008,1.484839
45,12,27.570922,24.5841,1.571083
45,13,27.500381,24.413,1.040979
45,14,28.231526,25.235776,0.999244
45,15,27.223333,25.31095,0.930484
45,16,25.78538,22.65548,0.975592
45,17,26.281316,22.175766,1.0111
45,18,26.903198,22.608724,1.02236
45,19,26.75271,23.019393,1.145684
45,20,26.85309,25.145314,1.583587
45,21,26.172853,23.269806,1.299334
45,22,26.470645,24.152823,1.283694
45,23,27.130233,22.819405,1.330277
45,24,25.897016,22.795637,0.975132
45,25,25.138894,23.177697,1.014008
45,26,25.807892,22.726567,1.682241
45,27,25.649121,22.215696,1.21861
45,28,25.627558,21.123769,1.753739
45,29,26.483547,21.633975,1.347469
45,30,25.476091,21.342756,1.201671
45,31,24.583431,22.696267,1.980283
45,32,24.376716,23.082946,1.282216
45,33,24.945313,21.657611,1.430609
45,34,25.235996,22.816619,1.772511
45,35,24.43856,22.813364,1.594538
45,36,24.397326,22.771832,1.370132
45,37,23.991397,22.051399,1.277985
45,38,24.677519,22.600635,0.935925
45,39,25.192505,22.077502,1.024469
45,40,25.128264,21.275572,2.330279
46,1,28.71963,19.354091,1.575664
46,2,29.320736,19.684283,1.000323
46,3,28.819688,19.155934,1.086875
46,4,27.95975,19.73275,1.090418
46,5,27.664663,20.359246,1.396867
46,6,29.181673,18.444262,1.472142
46,7,29.015437,20.898564,1.481177
46,8,27.964521,17.992803,1.715316
46,9,29.540173,20.251021,1.451705
46,10,28.549701,19.297451,1.91265
46,11,27.660507,19.906466,1.975895
46,12,26.959864,21.398123,1.422764
46,13,28.60392,19.944831,1.359174
46,14,27.254433,20.847238,1.504748
46,15,28.891663,20.283329,1.201557
46,16,28.393968,20.359463,2.313165
46,17,28.593739,20.710533,1.920178
46,18,27.264896,20.975235,0.935996
46,19,28.936899,20.40969,1.856684
46,20,28.100878,19.941226,1.676742
46,21,28.892229,20.770861,1.661731
46,22,27.29877,20.586047,2.127336
46,23,27.26235,19.926444,2.462645
46,24,27.195939,21.555853,1.840642
46,25,28.05306,20.871416,1.749519
46,26,27.583225,20.475645,1.97146
46,27,27.359974,20.347524,1.496155
46,28,26.443578,20.96268,1.14559
46,29,26.022658,21.731426,1.8976
46,30,26.654241,21.50888,1.709025
46,31,27.199688,20.74089,1.889112
46,32,27.692319,20.052789,2.087235
46,33,27.725331,19.9116,1.879194
46,34,26.569497,20.651112,1.069675
46,35,26.253606,21.040686,1.184273
46,36,26.429991,20.192347,1.173966
46,37,26.715773,19.307667,1.520484
46,38,26.974521,19.973077,1.160566
46,39,27.619876,19.24162,2.411185
46,40,28.140793,18.918044,2.018159
47,1,24.775746,20.218365,2.154961
47,2,25.079311,20.05478,2.813577
47,3,24.936525,19.896721,2.030521
47,4,24.864782,19.32504,2.54723
47,5,24.924699,19.581141,2.364649
47,6,25.282302,19.77418,2.269064
47,7,24.679655,20.328147,2.677962
47,8,23.670837,19.796766,2.529819
47,9,24.279475,20.236555,2.793627
47,10,25.862382,20.987053,2.598341
47,11,24.675338,21.460963,1.979752
47,12,25.779294,21.921465,2.397744
47,13,25.583807,20.599331,2.061671
47,14,25.200136,20.848371,1.962438
47,15,25.53268,20.958399,2.231289
47,16,24.818616,21.307874,2.496392
47,17,23.958231,21.431702,2.335602
47,18,24.287876,21.84059,2.169741
47,19,24.54117,21.931654,2.370288
47,20,25.143776,21.91973,1.813533
47,21,25.223973,21.264231,2.494205
47,22,25.563792,22.685937,2.03421
47,23,25.372285,22.328831,1.775422
47,24,24.706852,22.092175,1.827559
47,25,25.416282,22.056636,1.368733
47,26,25.701601,21.666163,0.974301
47,27,25.524818,21.696736,1.082381
47,28,25.66144,22.121339,1.587424
47,29,24.996887,22.319659,1.476758
47,30,26.125266,19.534586,3.357157
47,31,25.917318,23.038324,1.627789
47,32,25.930851,22.698968,1.701683
47,33,25.808069,22.551725,1.765702
47,34,26.12677,23.196253,1.930539
47,35,25.93514,22.169418,2.341316
47,36,26.639151,23.790817,1.874207
47,37,27.166687,23.729407,1.755434
47,38,26.601031,23.290034,1.991017
47,39,26.113919,22.202432,2.589873
47,40,26.251053,21.903883,2.381297
48,1,17.206398,19.948447,2.244013
48,2,16.213041,19.863686,1.555522
48,3,,,
48,4,16.46338,20.335821,1.47386
48,5,17.581398,19.681006,2.886691
48,6,16.655629,20.233779,1.608369
48,7,16.809012,20.527564,2.43717
48,8,17.093996,19.637868,3.056854
48,9,16.890212,20.10111,1.930783
48,10,17.657914,20.309708,1.516664
48,11,18.258613,20.185399,2.052477
48,12,18.58603,20.466866,1.942472
48,13,17.406307,19.933331,2.422282
48,14,18.053506,20.402199,1.686843
48,15,16.930549,20.008484,1.644023
48,16,17.945081,20.602657,2.157829
48,17,18.188651,20.995673,2.499939
48,18,20.01178,21.699736,2.752038
48,19,18.448359,19.097628,1.120244
48,20,18.324129,20.456902,2.454572
48,21,17.731492,20.604756,2.29913
48,22,18.200002,19.559256,2.1603
48,23,18.080011,21.139524,2.67708
48,24,18.485878,19.678659,2.847523
48,25,18.881985,21.172749,1.709113
48,26,20.155775,20.469724,1.458632
48,27,19.647859,21.267023,2.380027
48,28,19.24358,20.697987,2.960978
48,29,18.362137,19.396655,1.776875
48,30,18.436096,19.972692,3.705899
48,31,17.829971,19.349981,3.157385
48,32,18.686211,20.204359,2.98995
48,33,19.234728,20.408457,3.236605
48,34,18.834961,18.912421,2.580874
48,35,19.568127,20.210086,3.517179
48,36,19.345477,20.095302,3.255826
48,37,18.947897,20.334923,3.241899
48,38,18.947768,20.814709,3.046772
48,39,17.828898,20.450107,2.786587
48,40,17.731642,20.449681,3.132168
49,1,16.90916,22.176136,1.388568
49,2,16.346326,22.430351,1.041157
49,3,17.153074,21.459039,2.202907
49,4,17.048696,23.905007,1.011839
49,5,16.638414,23.29817,1.621849
49,6,17.092407,23.646467,1.653877
49,7,16.202027,23.18835,1.159021
49,8,17.041196,22.949136,1.168916
49,9,15.915534,22.225715,1.373094
49,10,15.76974,22.468462,1.819407
49,11,16.476206,22.516837,1.667636
49,12,16.312845,23.072558,1.325841
49,13,16.291887,21.467998,1.921663
49,14,15.767631,21.71471,1.128774
49,15,15.520475,22.212689,1.156351
49,16,15.285721,21.688667,1.054483
49,17,15.219628,22.199478,0.906602
49,18,14.349128,21.317273,1.264071
49,19,14.73567,20.964107,1.047159
49,20,14.70774,20.742452,1.120574
49,21,14.808697,22.121436,1.228191
49,22,14.758504,20.972881,1.86858
49,23,14.992222,21.688136,1.886851
49,24,14.478586,21.403172,1.604221
49,25,16.436138,22.502886,1.468277
49,26,15.207614,21.502153,1.758615
49,27,14.905852,21.226673,1.51809
49,28,14.574648,21.048398,1.87507
49,29,16.471251,22.056683,1.309065
49,30,14.950282,21.859784,2.06755
49,31,15.532585,21.660319,1.590264
49,32,17.286588,20.927018,1.554767
49,33,16.010643,21.718281,2.404622
49,34,16.765653,22.404771,1.938817
49,35,16.475775,21.581434,1.505132
49,36,15.123931,20.688493,1.973135
49,37,14.489099,20.411457,2.227515
49,38,15.614928,21.393735,2.316451
49,39,15.226188,20.839266,1.731852
49,40,16.120006,22.217531,2.06481
50,1,25.179453,25.129091,1.574016
50,2,25.508591,25.224542,2.859643
50,3,24.811915,25.311879,1.970747
50,4,26.801421,24.716181,0.604918
50,5,24.818248,24.37244,2.265316
50,6,25.952441,25.227842,2.267776
50,7,25.630601,25.318165,2.200729
50,8,25.571762,24.691853,2.016398
50,9,25.435598,24.962934,2.160121
50,10,26.688344,25.750295,2.101679
50,11,26.668269,25.574351,2.012127
50,12,26.224431,26.334717,1.101698
50,13,27.087522,25.662738,1.943843
50,14,26.418362,26.05943,2.828587
50,15,26.657689,25.81761,2.694764
50,16,27.511795,24.774996,2.266824
50,17,27.019456,25.399808,2.373589
50,18,,,
50,19,26.339641,25.275454,2.645758
50,20,26.895254,24.034681,2.082088
50,21,26.702505,24.70824,2.493641
50,22,26.987291,24.712298,2.020293
50,23,26.492323,24.180841,1.857796
50,24,26.844539,24.23915,1.982742
50,25,25.574246,24.517765,2.377567
50,26,26.483538,26.674449,0.889708
50,27,27.646756,24.683542,2.145186
50,28,27.057468,26.040498,2.671043
50,29,26.961019,26.14784,1.691715
50,30,25.463311,25.19463,2.933517
50,31,26.882345,26.54703,1.955321
50,32,25.633492,26.064581,2.32923
50,33,25.83553,24.151501,2.465066
50,34,25.570814,24.042805,2.348768
50,35,25.491307,24.461627,2.358156
50,36,25.976722,23.631442,1.897731
50,37,25.704904,23.778689,2.399862
50,38,25.364281,23.136179,2.327937
50,39,25.131882,22.961233,2.385742
50,40,26.103225,26.765676,2.670918
51,1,19.442641,20.11552,3.531576
51,2,20.642994,19.929429,2.815046
51,3,20.547302,20.330019,2.80204
51,4,21.046093,20.137445,1.970257
51,5,20.579818,20.344346,2.658819
51,6,20.104029,20.372646,2.974251
51,7,19.522333,20.894883,3.400243
51,8,,,
51,9,18.818661,20.092173,3.146227
51,10,,,
51,11,17.696641,20.401071,2.797407
51,12,18.759711,20.76541,2.800186
51,13,18.281243,20.483811,3.011217
51,14,17.803342,21.66061,2.484352
51,15,,,
51,16,18.276071,20.416636,3.115274
51,17,18.225952,20.590507,3.260809
51,18,18.623419,20.090121,3.664222
51,19,19.31992,21.379568,3.140749
51,20,19.34309,20.275109,3.883974
51,21,19.145673,21.855857,2.775511
51,22,18.068603,21.681283,2.187921
51,23,18.31991,21.400309,3.32288
51,24,18.246693,19.966425,1.94578
51,25,19.092048,21.483018,2.66853
51,26,20.306807,21.536105,3.092903
51,27,19.924044,21.283121,2.692547
51,28,19.487056,21.439648,2.341705
51,29,20.031432,21.810478,2.352703
51,30,19.105712,20.543877,3.439631
51,31,19.94666,21.35793,2.782192
51,32,18.723378,21.339689,2.441928
51,33,18.994479,21.21861,2.34587
51,34,19.350636,20.801684,2.73936
51,35,18.450137,21.514055,1.98001
51,36,18.736277,20.988147,3.081956
51,37,18.345058,21.667691,3.459024
51,38,19.164934,20.087889,2.323584
51,39,18.373298,20.241154,3.719607
51,40,18.997057,20.406674,3.162164
52,1,25.459912,17.536433,1.602972
52,2,25.301704,17.533555,0.825216
52,3,24.70413,17.7122,2.066034
52,4,24.201509,17.678613,2.543493
52,5,24.118725,19.533599,1.588017
52,6,23.190529,19.194878,2.108537
52,7,22.692522,18.70895,0.968145
52,8,22.477207,18.256624,1.362483
52,9,22.703204,18.185907,1.299681
52,10,24.042283,18.854326,1.269671
52,11,21.519079,18.312625,2.922849
52,12,23.527991,18.725495,1.396729
52,13,22.635372,17.279307,1.557764
52,14,23.224937,17.581416,1.559174
52,15,24.455007,18.106969,1.393732
52,16,22.613892,16.579881,1.018765
52,17,23.785814,16.935287,1.26972
52,18,23.926525,16.1984,1.404804
52,19,24.000351,17.164429,1.061233
52,20,24.182322,16.980303,1.116469
52,21,23.918199,16.509414,1.435994
52,22,23.842403,16.670159,1.731268
52,23,23.877409,16.791191,1.189949
52,24,24.558096,17.147626,1.277636
52,25,23.287349,17.266702,1.21945
52,26,23.73615,18.591225,1.476084
52,27,24.270984,19.084131,1.300541
52,28,24.05541,17.810583,1.670706
52,29,23.727797,17.726266,1.539004
52,30,21.242032,16.82892,3.877352
52,31,23.191586,18.199364,2.181446
52,32,23.605652,18.036813,2.467311
52,33,23.364752,18.369503,2.041977
52,34,22.697423,18.449699,2.205775
52,35,23.683956,16.837736,2.368056
52,36,24.155168,17.428566,2.628266
52,37,22.598348,16.804497,3.026028
52,38,22.186582,16.336542,2.396376
52,39,23.600566,16.50656,2.954562
52,40,23.883001,18.851561,2.049797
53,1,22.566676,19.550504,1.552043
53,2,23.100146,19.330816,2.029206
53,3,22.724268,19.776274,1.345825
53,4,23.674622,21.574758,1.300208
53,5,23.626691,21.230417,1.540988
53,6,22.805332,19.371628,1.852096
53,7,22.983633,20.890549,2.051113
53,8,23.305981,21.056094,2.005971
53,9,23.969272,19.193631,2.025168
53,10,24.54248,19.213235,1.794834
53,11,24.61656,19.189061,1.885205
53,12,23.768171,19.291624,2.5662
53,13,24.149413,19.753488,1.49875
53,14,24.142375,20.269404,2.383277
53,15,23.56313,20.602725,2.070283
53,16,22.888771,20.579168,2.034127
53,17,22.792814,19.838211,2.264426
53,18,22.781006,19.722285,2.467751
53,19,22.625079,19.171014,2.777229
53,20,22.971426,19.632511,2.478372
53,21,22.030763,19.262113,2.57289
53,22,23.302031,19.0923,2.296972
53,23,23.290311,19.353808,2.413688
53,24,23.649817,19.920339,2.175027
53,25,24.195286,19.483319,2.602605
53,26,23.357341,18.936365,2.035184
53,27,23.977567,18.862423,1.837993
53,28,23.148334,18.738512,2.048536
53,29,22.443892,19.043814,1.898256
53,30,21.698743,19.223548,2.32817
53,31,21.414686,19.688918,1.871368
53,32,21.481883,20.381449,1.443011
53,33,20.920549,19.906236,1.31328
53,34,20.873675,19.996122,1.679063
53,35,21.912182,20.058644,1.706476
53,36,22.114786,20.578406,2.139655
53,37,22.61829,20.65353,1.830819
53,38,22.609205,20.701999,1.834806
53,39,21.851481,20.873958,1.595753
53,40,23.968789,18.052934,2.027674
54,1,20.415829,23.053823,2.050117
54,2,21.367078,23.359162,2.13402
54,3,22.816424,23.453425,1.409942
54,4,20.73536,23.115373,3.155518
54,5,21.252812,21.703074,4.025514
54,6,19.712948,22.769711,2.423189
54,7,20.044863,23.848486,2.128608
54,8,19.648842,23.231901,1.879326
54,9,20.031192,23.36281,2.32008
54,10,20.759436,23.048655,2.576343
54,11,,,
54,12,19.906303,22.171689,2.641929
54,13,23.223449,22.770551,2.167087
54,14,23.27124,22.275906,1.377796
54,15,21.147407,21.83878,1.423188
54,16,21.582876,22.983166,2.768165
54,17,22.066881,23.991427,2.42727
54,18,20.362017,23.601134,1.943263
54,19,21.500689,23.677686,1.324809
54,20,21.080803,23.334696,2.045001
54,21,20.094381,23.775005,1.866055
54,22,22.579787,23.831938,2.358801
54,23,21.218214,23.745278,1.846187
54,24,21.469997,23.523781,2.11761
54,25,22.941866,24.159803,1.999961
54,26,22.881456,22.897559,1.984688
54,27,21.384226,23.079814,1.399744
54,28,22.502253,23.455091,2.052963
54,29,20.889789,23.721102,1.351758
54,30,21.447783,23.691563,2.618399
54,31,22.009005,23.175883,2.369384
54,32,22.100408,23.328641,1.361101
54,33,21.94058,23.216762,1.115164
54,34,21.215457,23.238196,1.479821
54,35,20.22795,23.424804,1.635751
54,36,21.831628,23.875922,3.274848
54,37,20.81891,23.428132,1.36787
54,38,22.288527,23.689075,1.416888
54,39,22.488366,23.581335,1.259113
54,40,21.56851,22.480884,2.070343
55,1,24.730206,25.573779,1.447813
55,2,25.165414,25.790525,1.27602
55,3,26.201988,26.276467,1.53676
55,4,24.541239,26.334715,1.016826
55,5,25.179291,25.920491,1.41035
55,6,24.935492,26.891493,1.292148
55,7,25.460327,25.325922,1.066278
55,8,25.437034,25.805377,1.692156
55,9,24.412503,25.183226,1.019557
55,10,24.678022,25.100487,1.532008
55,11,25.20907,26.198132,1.471032
55,12,25.209019,26.260788,1.857691
55,13,24.155594,26.256366,1.621336
55,14,24.636182,25.85829,1.662442
55,15,24.260739,25.980314,2.213287
55,16,25.728206,26.921968,1.670171
55,17,25.361394,25.915824,1.075112
55,18,25.449195,26.250158,1.044283
55,19,26.887544,26.740895,0.757507
55,20,26.64709,26.491382,1.087882
55,21,26.458451,26.011395,1.714509
55,22,25.915806,26.173814,1.2172
55,23,25.579725,25.70219,1.369388
55,24,25.808511,25.78175,1.837817
55,25,26.465987,26.361014,1.861317
55,26,25.679627,27.60763,1.175596
55,27,26.34667,26.995566,1.206892
55,28,26.916498,26.683273,1.079902
55,29,27.202337,26.229489,0.981897
55,30,26.307473,26.789141,0.993573
55,31,25.416617,27.276632,1.348951
55,32,26.515996,27.715826,1.260363
55,33,25.500142,27.248383,1.493478
55,34,25.759915,26.904366,1.267917
55,35,27.761012,27.797898,1.677053
55,36,27.565442,27.618682,1.091664
55,37,28.204601,27.794288,1.152345
55,38,27.61371,26.442246,1.429423
55,39,28.100299,26.998758,1.04185
55,40,27.708749,27.042358,0.96807
56,1,29.057428,19.645546,1.469096
56,2,28.201013,18.877449,1.595141
56,3,27.418492,19.971515,1.388159
56,4,27.438121,18.471141,1.310545
56,5,28.810816,19.07827,2.081624
56,6,27.785486,18.256532,1.976325
56,7,28.106231,18.293236,1.602445
56,8,27.271505,18.326929,1.734464
56,9,26.934999,18.554659,1.528907
56,10,27.164093,18.208379,1.696398
56,11,26.53758,18.453237,1.83368
56,12,25.863714,19.229274,2.085959
56,13,27.406108,20.494187,0.824721
56,14,27.007399,19.328443,1.601344
56,15,26.707808,19.077743,1.760582
56,16,27.977722,19.823807,1.47642
56,17,27.700984,20.358021,2.08133
56,18,26.558301,19.843193,1.210547
56,19,27.586674,20.317876,2.0505
56,20,26.605782,20.472607,1.9634
56,21,26.893243,20.404227,1.93987
56,22,26.992284,19.929808,1.858666
56,23,27.972485,20.620294,1.474618
56,24,27.685559,19.607765,2.184549
56,25,29.111616,20.305127,1.679873
56,26,28.401736,20.425429,1.824911
56,27,26.90879,19.564999,2.153665
56,28,,,
56,29,28.598461,19.162694,2.058268
56,30,28.397697,21.066891,1.353715
56,31,28.082922,20.966461,1.577377
56,32,26.6991,19.752856,1.885163
56,33,27.707416,21.181399,2.273958
56,34,28.775595,17.977821,1.252319
